,num,plain,jit,cython
144,145.0,0.0012433156021870672,6.355479708872736e-05,7.147520082071424e-05
145,146.0,0.0012163400009740145,6.436400581151247e-05,4.911659634672105e-05
146,147.0,0.0012922242050990463,6.829879712313413e-05,5.2139197941869496e-05
147,148.0,0.0012491239991504698,6.646540132351219e-05,5.028240266256034e-05
148,149.0,0.0013258881983347238,8.912920020520687e-05,5.299560143612325e-05
149,150.0,0.001372033596271649,7.061759824864567e-05,5.580300348810852e-05
150,151.0,0.001319238601718098,6.837499677203596e-05,5.240679602138698e-05
151,152.0,0.0013094766007270664,6.867540068924426e-05,7.577959913760424e-05
152,153.0,0.0012929028016515076,6.973400013521314e-05,7.049100240692496e-05
153,154.0,0.0013560301973484456,7.061460055410863e-05,5.409400328062475e-05
154,155.0,0.0013350863999221473,7.150560268200933e-05,5.514740478247404e-05
155,156.0,0.0014098662009928375,7.258779951371252e-05,5.563840386457741e-05
156,157.0,0.0014316793996840716,7.281459984369576e-05,8.102740393951535e-05
157,158.0,0.001387221395270899,9.735359926708043e-05,5.707219825126231e-05
158,159.0,0.0014857350033707917,7.48951977584511e-05,5.7553197257220746e-05
159,160.0,0.0014845427998807282,7.787019712850452e-05,5.825060070492327e-05
160,161.0,0.0015323556028306485,8.197579882107675e-05,6.090700044296682e-05
161,162.0,0.0014707718044519424,8.031299803406e-05,6.251800223253668e-05
162,163.0,0.001469142601126805,7.77643988840282e-05,7.977019995450974e-05
163,164.0,0.0015057507960591465,8.108160109259188e-05,6.340019754134119e-05
164,165.0,0.0015834143967367708,7.93042010627687e-05,6.17131998296827e-05
165,166.0,0.0016381863970309496,8.034579805098474e-05,6.240620277822017e-05
166,167.0,0.0015487701981328427,8.150400244630874e-05,6.323439883999526e-05
167,168.0,0.0015928708016872406,8.194500114768743e-05,6.409140187315642e-05
168,169.0,0.0016776558011770248,8.269959944300354e-05,6.471300148405134e-05
169,170.0,0.0016277524002362043,8.344119996763765e-05,6.80054014082998e-05
170,171.0,0.0016523040016181768,8.990740170702338e-05,6.623320514336229e-05
171,172.0,0.0016468784015160054,8.83837987203151e-05,6.91184017341584e-05
172,173.0,0.0016617251967545599,8.627039496786893e-05,7.127279532141984e-05
173,174.0,0.0016647793992888183,9.149459656327963e-05,6.83269987348467e-05
174,175.0,0.0016963645990472286,8.783240336924791e-05,6.887379568070174e-05
175,176.0,0.0016989777970593423,8.874879567883908e-05,6.988020031712949e-05
176,177.0,0.0017089542001485825,8.958080434240401e-05,7.038380135782063e-05
177,178.0,0.0017258298001252114,9.029380162246525e-05,7.13974004611373e-05
178,179.0,0.001751666999189183,9.095760178752243e-05,7.169980090111494e-05
179,180.0,0.0017800536006689072,9.213300072588026e-05,7.245580200105905e-05
180,181.0,0.0017867543967440725,9.315600036643445e-05,7.340700249187648e-05
181,182.0,0.0018075637985020877,9.420679998584092e-05,7.42821954190731e-05
182,183.0,0.001856170000974089,9.593680151738226e-05,7.486059912480414e-05
183,184.0,0.0018878312024753542,9.905920014716685e-05,7.842880440875888e-05
184,185.0,0.0019594238023273648,0.00010207000304944814,7.68312020227313e-05
185,186.0,0.0020868777995929123,9.773700148798525e-05,7.710880017839373e-05
186,187.0,0.002031029004137963,9.881879668682814e-05,8.048579911701381e-05
187,188.0,0.0020023485994897783,0.00010012860293500126,7.89825979154557e-05
188,189.0,0.002021668403176591,0.00010421979823149741,7.965319673530757e-05
189,190.0,0.0020453175995498894,0.00010194799979217351,8.064660360105336e-05
190,191.0,0.0020194408018141983,0.00010264160227961839,8.140219724737108e-05
191,192.0,0.002073168003698811,0.00010422499617561698,8.212960092350841e-05
192,193.0,0.002110596001148224,0.00010472199646756053,8.29664000775665e-05
193,194.0,0.002098743198439479,0.0001057968009263277,8.37277970276773e-05
194,195.0,0.0020900834002532064,0.00010662840213626623,8.456820505671203e-05
195,196.0,0.0021073349984362722,0.0001075520005542785,8.556980174034834e-05
196,197.0,0.0021109691995661707,0.00010836599976755678,8.636080310679972e-05
197,198.0,0.002137091604527086,0.00015820060507394375,0.0001277209958061576
198,199.0,0.0021549633995164184,0.0001105337985791266,8.786020334810019e-05
199,200.0,0.00217257680487819,0.00011147260083816945,8.860340458340942e-05
200,201.0,0.00220738040516153,0.00011281580082140863,8.970079943537712e-05
201,202.0,0.002292516198940575,0.00011384060489945113,9.071960230357944e-05
202,203.0,0.00244330019922927,0.00011632440146058798,9.787239832803607e-05
203,204.0,0.002599220402771607,0.00011507880408316851,9.21734026633203e-05
204,205.0,0.0023650187999010087,0.0001166093978099525,9.286780259571969e-05
205,206.0,0.0024355716013815254,0.00012989980168640614,9.471479570493102e-05
206,207.0,0.0024599603959359227,0.00011881659738719464,9.448819910176098e-05
207,208.0,0.002533134998520836,0.000122439197730273,0.0001000499993097037
208,209.0,0.002499824401456863,0.00012069019721820951,9.660720243118704e-05
209,210.0,0.0024756396014709026,0.00012379020336084068,9.755999781191349e-05
210,211.0,0.0025888920004945247,0.00012463760212995113,9.81958000920713e-05
211,212.0,0.002522546600084752,0.00012928320211358368,9.884160244837404e-05
212,213.0,0.002603013801854104,0.0001245461986400187,0.00010530899744480849
213,214.0,0.0025225182005669923,0.00012544099590741097,0.0001004684017971158
214,215.0,0.002602485002717003,0.00013263360015116631,0.00010194299975410103
215,216.0,0.002681620995281264,0.00013226420269347728,0.00010237899841740728
216,217.0,0.002748330804752186,0.0001352698018308729,0.00010321880108676851
217,218.0,0.0027258816000539808,0.00012993759592063724,0.00010433560237288475
218,219.0,0.0027821805968414994,0.00013109419960528613,0.00010563579853624105
219,220.0,0.0027842796000186352,0.00013203200069256127,0.00010604459675960243
220,221.0,0.0029237498005386443,0.00013781620073132216,0.00010999080259352923
221,222.0,0.0028276159951929,0.00013506400282494723,0.0001083904004190117
222,223.0,0.0029048239986877887,0.00013659580145031214,0.00010932500008493662
223,224.0,0.0028517433966044337,0.00013711139908991754,0.00011017060023732483
224,225.0,0.0029177252028603105,0.00014408339629881083,0.00011678860173560678
225,226.0,0.0028960333962459116,0.00013919600169174374,0.00011201860033906996
226,227.0,0.0029876856016926466,0.00014204919571056963,0.00011389199644327164
227,228.0,0.0028486678027547898,0.0001413610007148236,0.00011379599454812706
228,229.0,0.003040541597874835,0.00014762820210307838,0.00012061980087310075
229,230.0,0.003137067600619048,0.0001434749981854111,0.00011551179923117161
230,231.0,0.002942338597495109,0.00015059980214573442,0.00012330000172369182
231,232.0,0.0029650063952431083,0.00014568179612979294,0.00011769959819503128
232,233.0,0.0029864418029319495,0.00015308239962905646,0.00012267199927009642
233,234.0,0.0031145339948125184,0.000153422198491171,0.00012372219935059549
234,235.0,0.003119158197659999,0.0001561951998155564,0.00012527499930001796
235,236.0,0.003144937002798542,0.00015064399922266604,0.00012130220420658588
236,237.0,0.0032293768017552793,0.00016066039679571987,0.00012982459738850594
237,238.0,0.003065269801300019,0.00015287999995052814,0.00012322380207479
238,239.0,0.0031075079983565955,0.00022291280329227446,0.0001324760029092431
239,240.0,0.003245353599777445,0.00016181619721464813,0.00013280999846756458
240,241.0,0.0034727569960523396,0.00015629440313205122,0.00012640419881790877
241,242.0,0.003502253198530525,0.00016086440300568938,0.0001273553993087262
242,243.0,0.0035163089982233942,0.00016517619951628149,0.00013150320155546068
243,244.0,0.0034483640047255903,0.00015998979797586798,0.00013156019849702716
244,245.0,0.0032913994044065477,0.00016071920399554073,0.00013326620100997388
245,246.0,0.0033988545997999608,0.00016254279762506485,0.0001312420004978776
246,247.0,0.0035019889997784047,0.00017115100054070352,0.00013246219605207444
247,248.0,0.0034534880018327386,0.00016780419973656536,0.0001333041989710182
248,249.0,0.003473094996297732,0.0001709022035356611,0.00013889700057916342
249,250.0,0.00345958840334788,0.0001689281954895705,0.00013514200109057128
250,251.0,0.003504379402147606,0.00016763500170782208,0.0001392756006680429
251,252.0,0.003553400601958856,0.0001749891962390393,0.0001376533997245133
252,253.0,0.0036496763990726323,0.00017106820014305412,0.00014500700053758918
253,254.0,0.003610972804017365,0.00017199720023199915,0.0001393871963955462
254,255.0,0.0037239758006762714,0.00017880679806694388,0.00014027599827386438
255,256.0,0.003675225598271936,0.00018006259924732148,0.00014615799882449209
256,257.0,0.00383340580156073,0.00017470959573984146,0.00014292680425569414
257,258.0,0.0036955478019081054,0.00017620479920879006,0.00014826779952272772
258,259.0,0.0037434956000652166,0.00017798860208131372,0.0001444099994841963
259,260.0,0.0037215533957351,0.00017938900273293257,0.00014855900080874563
260,261.0,0.003823698003543541,0.00018052899977192283,0.00014683400513604283
261,262.0,0.003876377799315378,0.0001887855993118137,0.00014800839708186685
262,263.0,0.003901874599978328,0.0001890400017146021,0.00014877079520374535
263,264.0,0.003944321000017226,0.000191184802679345,0.0001553645997773856
264,265.0,0.003965422796318308,0.0001855933980550617,0.00015648879925720394
265,266.0,0.003959349397337064,0.0001923414005432278,0.00015725379926152528
266,267.0,0.004000107798492536,0.00019447499653324485,0.00015323880361393095
267,268.0,0.0038689145992975684,0.0001897648035082966,0.00015439059934578835
268,269.0,0.0039197382051497694,0.00019385559717193245,0.00015802999841980637
269,270.0,0.004240649804705754,0.00019199560047127305,0.00015655719907954336
270,271.0,0.004124706797301769,0.00019330880022607743,0.00015796300140209497
271,272.0,0.003984999196836725,0.00020156780374236405,0.00016432760166935624
272,273.0,0.004194862797157839,0.00019653040217235685,0.0001602885953616351
273,274.0,0.004230198601726442,0.00019770360086113214,0.00016108679701574147
274,275.0,0.004162918200017884,0.00019897120073437692,0.0001622613985091448
275,276.0,0.004341621795902029,0.00020874760230071843,0.0001689970027655363
276,277.0,0.004446030000690371,0.00020641239825636148,0.00017026200075633823
277,278.0,0.004487223998876288,0.0002051440009381622,0.00017144379671663046
278,279.0,0.004376224800944328,0.00020431639859452844,0.00016947059775702656
279,280.0,0.004386543197324499,0.00021237640175968408,0.00016802040045149624
280,281.0,0.0044237362046260385,0.0002138555981218815,0.00017474060296081008
281,282.0,0.004452836402924732,0.00021555119892582297,0.00017619759892113508
282,283.0,0.0045382309996057305,0.00021709720022045076,0.00017170720384456216
283,284.0,0.004541060997871682,0.0002199768030550331,0.0001728692033793777
284,285.0,0.004533843003446236,0.0002197456022258848,0.00018011179636232555
285,286.0,0.004587211000034586,0.00022177740465849637,0.00018110100063495338
286,287.0,0.004618470999412238,0.00021550700184889138,0.00018224420491605998
287,288.0,0.004631084599532187,0.00022392600076273083,0.00018351220060139895
288,289.0,0.004663501196773723,0.00022191319731064142,0.00018460539868101478
289,290.0,0.004706712201004848,0.00022393619874492288,0.00017962619895115495
290,291.0,0.0045763557951431725,0.00022078719921410085,0.00018095839768648148
291,292.0,0.004601894598454237,0.00022638120572082698,0.00018815899966284633
292,293.0,0.004828624200308695,0.00022352079977281392,0.00018286699778400362
293,294.0,0.004843964404426515,0.00022504320368170737,0.00018916740082204343
294,295.0,0.004888504801783711,0.00023194800014607607,0.0001918399997521192
295,296.0,0.004904103802982718,0.00022802119492553173,0.00018699339707382024
296,297.0,0.004951014596736058,0.00023549420293420554,0.0001945844036526978
297,298.0,0.00498093559872359,0.00023920040111988783,0.00019586020498536528
298,299.0,0.005006275599589572,0.00024020499549806117,0.00019088279805146158
299,300.0,0.0050456871977075934,0.0002422694000415504,0.00019837559666484593
300,301.0,0.005085951799992472,0.00024164819624274969,0.00019292220240458847
301,302.0,0.005102817201986909,0.00024574580020271243,0.00019417639705352486
302,303.0,0.00515549440169707,0.00023865639814175666,0.00019546319963410498
303,304.0,0.005183373199542984,0.00024565960047766565,0.0001965709961950779
304,305.0,0.005215773399686441,0.00024888120242394507,0.00020430259755812585
305,306.0,0.005241909599862993,0.0002421492012217641,0.000198860204545781
306,307.0,0.005285564198857173,0.00024839340476319195,0.00020723179914057256
307,308.0,0.005302551400382072,0.00025370839866809545,0.00021117820288054645
308,309.0,0.005361944600008428,0.00024710680008865893,0.00020280720200389625
309,310.0,0.005395486799534411,0.00025691359769552946,0.00020911539904773236
310,311.0,0.005422103998716921,0.00025868539814837276,0.00021243419614620508
311,312.0,0.005517891800263896,0.0002547922020312399,0.0002135869988705963
312,313.0,0.00548198499600403,0.0002672749978955835,0.00020826759864576161
313,314.0,0.005597302998648956,0.0002630991977639496,0.00021640180493704976
314,315.0,0.005525226396275684,0.0002645079977810383,0.0002104423998389393
315,316.0,0.005525108595611528,0.000257313996553421,0.00021174839930608868
316,317.0,0.005516469798749313,0.0002584417990874499,0.0002131151966750622
317,318.0,0.005635712598450482,0.0002643309999257326,0.00021573639824055136
318,319.0,0.0057455228001344946,0.00027079060091637073,0.00022335759713314473
319,320.0,0.006528643000638113,0.0002734924026299268,0.0002303941990248859
320,321.0,0.006090894999215379,0.00026489379815757274,0.0002270163968205452
321,322.0,0.005858937802258879,0.00027539499569684267,0.00021936120465397834
322,323.0,0.0058043766010086985,0.0002673848008271307,0.00022067339741624892
323,324.0,0.005850068799918518,0.0002731737971771508,0.0002235494030173868
324,325.0,0.005892312998184934,0.00027884459705092014,0.00022580699878744782
325,326.0,0.005921147402841598,0.0002721479977481067,0.00023500199895352126
326,327.0,0.006037639401620254,0.0002830814046319574,0.0002336608013138175
327,328.0,0.006034038402140141,0.0002756753994617611,0.00022735540405847133
328,329.0,0.0058775393990799785,0.0002876156009733677,0.00024030719650909306
329,330.0,0.006128420802997425,0.000295241002459079,0.0002379578014370054
330,331.0,0.005946100398432463,0.0002929921960458159,0.00023091879556886853
331,332.0,0.005972032999852672,0.00029334540013223884,0.0002447977953124791
332,333.0,0.006444561801617965,0.0002835205988958478,0.00023866959963925183
333,334.0,0.006053085398161784,0.0002854103979188949,0.00023786319652572275
334,335.0,0.0064951779961120336,0.0002904327993746847,0.00025041919434443116
335,336.0,0.006731335999211297,0.00029847020050510764,0.00024633180000819264
336,337.0,0.00654128139722161,0.00029707339708693323,0.0003562931960914284
337,338.0,0.0070783670002128925,0.00029504859703592955,0.00024063799646683036
338,339.0,0.006896561197936535,0.0003003330028150231,0.0002534590021241456
339,340.0,0.006781308597419411,0.00029511739849112927,0.00024324199766851963
340,341.0,0.006761516199912876,0.00029664260218851266,0.0002544869959820062
341,342.0,0.0066096066031605,0.00030440359842032194,0.0002513270010240376
342,343.0,0.006740649597486481,0.00029959820094518366,0.0002563768008258194
343,344.0,0.007336805603699759,0.00030678579933010044,0.0002520151960197836
344,345.0,0.006460381200304255,0.00030285099637694657,0.00025017239968292413
345,346.0,0.006497805804247037,0.00031819420401006936,0.0002577938023023307
346,347.0,0.006636472995160148,0.0003206341993063688,0.00025641020038165153
347,348.0,0.006833248998736963,0.00039150899974629285,0.0002629933995194733
348,349.0,0.006855372397694737,0.00030918619595468046,0.00025579959619790313
349,350.0,0.006826677802018821,0.0003234866017010063,0.00025694199721328916
350,351.0,0.006912048201775179,0.00032333339913748205,0.00026703780167736113
351,352.0,0.006966562801972031,0.0003183316031936556,0.00026417520130053165
352,353.0,0.006992512597935274,0.0003240316000301391,0.0002617287973407656
353,354.0,0.0069058917986694725,0.00033352680038660764,0.00026442239759489895
354,355.0,0.006932337599573657,0.00033008099999278786,0.0002746415964793414
355,356.0,0.00695845420123078,0.00032683539902791383,0.00026526100118644534
356,357.0,0.006997076800325885,0.00033356639905832706,0.0002700557990465313
357,358.0,0.007062895596027375,0.0003244004037696868,0.00026795860030688347
358,359.0,0.0071158724022097886,0.00032674859976395966,0.00026978039531968536
359,360.0,0.00715200059930794,0.0003310132015030831,0.0002709516033064574
360,361.0,0.007176310999784619,0.00033432519994676114,0.00027251499705016613
361,362.0,0.007226547197205946,0.0003323807963170111,0.0002737926028203219
362,363.0,0.007280188001459464,0.00033242880017496644,0.00027531139785423874
363,364.0,0.007320487598190084,0.0003351690014824271,0.00027699799975380304
364,365.0,0.007353906595380977,0.0003368239966221154,0.00028462220216169954
365,366.0,0.007447537203552202,0.000338247197214514,0.0002797179971821606
366,367.0,0.0074467284022830425,0.000340726797003299,0.00028322419966571034
367,368.0,0.007762897002976388,0.0003415876009967178,0.0002826765994541347
368,369.0,0.007532211398938671,0.00035632060025818645,0.0002902249980252236
369,370.0,0.007610613602446392,0.0003496756020467728,0.000286203803261742
370,371.0,0.007608381804311648,0.00035205240128561855,0.00028746360330842433
371,372.0,0.007666352996602654,0.00035284959594719114,0.00028959519695490597
372,373.0,0.007687285402789712,0.0003511968010570854,0.00029489959706552327
373,374.0,0.0077379085996653885,0.00035344019997864964,0.000291725603165105
374,375.0,0.007775314000900835,0.0003553680027835071,0.00029825419769622383
375,376.0,0.00786599299754016,0.0003609631967265159,0.00029466679552569985
